movie_name,year,tags
aalavandhan,2001,action crime thriller nandu vijay brother abus stepmoth younger day nandhu mental ill decid kill vijay fiance visual stepmoth suresh krishna kamal haasan raveena tandon manisha koirala kitu gidwani
shubh mangal zyada saavdhan,2020,comedi crime romanc road achiev happi end littl rough two guy kartik aman aman famili tri hard battl love kartik kartik isnt prepar step back marri aman hitesh kewalya ayushmann khurrana jitendra kumar gajraj rao neena gupta
one night stand,2016,drama romanc stori urvil raisingh celina meet event memor night later return back home continu live memori celina haunt urvil happen next form crux unfold drama one night stand explor hypocrit world live urvil want jasmin dsouza tanuj virwani sunni leon narendra jetley aamir ahm
laawaris,1981,drama action music man abandon babi forc live orphan unknowingli employ biolog father prakash mehra amitabh bachchan zeenat aman rakhe gulzar amjad khan
dacait,1987,action drama arjun yadav return citi complet studi get settl villag famili consist mother devi chaudaran older brother amrit sister see full summari » rahul rawail rakhe gulzar sunni deol meenakshi sheshadri suresh oberoi
naam,1986,crime drama thriller follow stori vicki get entrap crimin plot leav countri work mahesh bhatt nutan kumar gaurav sanjay dutt poonam dhillon
nishabd,2007,drama man marri 27 year fall love 18yearold daughter friend ram gopal varma amitabh bachchan jiah khan revathi nassar
kadhalar dinam,1999,drama music romanc two colleg student slum child raja dean daughter roja chat internet fall love howev roja engag raja cannot bear disrespect father owe livelihood kathir kunal sonali bendr nassar goundamani
sixteen,2013,drama romanc thriller welcom sixteen world world grow speed multifold time upon time age innoc age sweet age one first see full summari » raj purohit lal mohan wamiqa gabbi izabel leit mehak manwani highphil mathew
lohardaga,2023,drama twenti year old boy manu dream join indian armi end join maoist dubiou job agent manipul manu govern award job maoist surrend lal vijay shahdeo priya ambust raquib arshad sanjay barman amit kumar bhagat
sathyam,2008,action crime drama sathyam assist polic commission fight crime way rajsekhar vishal nayanthara brahmanandam kota srinivasa rao
salmon 3d,2023,romanc thriller sarfarosh wife sameera daughter shaza live life dubai wife daughter go nativ town colleg mate arrang surpris parti arriv dubai mysteri murder take place shalil kallur vijay yesuda jonita doda rajeev pillai dhruvanth
gumrah,1993,action crime drama roshni chadha child sharda chhadha knowledg whereabout abscond dad prakash chhadha roshni introduc rahul malhotra see full summari » mahesh bhatt sanjay dutt sridevi anupam kher rahul roy
ijaazat,1987,drama music romanc meet accident five year divorc coupl reflect marriag collaps despit transpar gulzar rekha naseeruddin shah anuradha patel rammohan sharma
chimanee pakhre,2000,drama nandini last stage cancer time tragedi strike husband kill villag rivalnandini forc put four children adopt give better life mahesh kothar anand abhyankar laxmik berd priya arun berd nagesh bhonsl
ek vivaah... aisa bhi,2008,drama romanc middl class girl live famili fall love rich boy day engag father die order take care sibl must sacrific love kaushik ghatak isha koppikar sonu sood anand abhyankar daman baggan
break ke baad,2010,comedi drama romanc aaliya readi commit even decadelong friendship abhay remain indiffer follow australia final shaken announc marriag danish aslam imran khan deepika padukon namit shah parzaan dastur
rock on 2,2016,drama music band magik reunit new member shujaat saudagar farhan akhtar shraddha kapoor arjun rampal purab kohli
indrasabha,1932,music romanc bigbudget movi 69 song hindi devmala hindi pantheon islam ravaiyat crystal plot structur revolv around benevol king whose moral see full summari » jamahedji jehangirji madan nissar jehanara kajjan abdul rehman kabuli mukhtar begum
maharaj,Unknown,biographi crime drama storylin kept wrap malhotra p siddharth jaideep ahlawat sharvari wagh shalini pandey mark bennington
21: battle of saragarhi,Unknown,war film base battl 19th centuri 12000 afghan attack british indian conting also compris 21 sikh went becom hero mission rajkumar santoshi randeep hooda vikramjeet virk apinderdeep singh nitin chauhan
bumm bumm bole,2010,drama famili thriller pinu lose sister rimzim shoe decid share pair shoe father save enough money buy new pair priyadarshan atul kulkarni rituparna sengupta darsheel safari ziyah vastani
anjaam,1994,crime drama thriller vijay fall love shivani propos reject everi time howev love turn obsess turn life hell rahul rawail madhuri dixit shah rukh khan tinnu anand johni lever
hacked,2020,thriller young woman find life turn upsid reject advanc teenag hacker vikram bhatt hina khan komal chhabria sougata ghosh rohan shah
dybbuk: the curse is real,2021,drama horror mahi newli marri woman bring antiqu jewish box home mahi husband sam begin paranorm experi soon learn box dybbuk see full summari » jayk emraan hashmi nikita dutta manav kaul imaaduddin shah
haathi mere saathi,1971,drama famili music orphan raju compani four eleph perform street corner order keep aliv slowli amass fortun abl build privat zoo see full summari » thirumugham rajesh khanna tanuja samarth david abraham sujit kumar
mausam,1975,music romanc medic student amarnath meet fall love daughter herbal medicin healer chanda prepar exam darjeel return calcutta sit see full summari » gulzar sanjeev kumar sharmila tagor om shivpuri agha
sardaar gabbar singh,2016,action comedi crime kingdom call rathanpur taken ruthlessli feudal lord name bhairav singh princess empir hopeless situat maverick cop name sardaar gabbar singh came along ks ravindra pawan kalyan kajal aggarw sharad kelkar sanjjanaa galrani
vardi,1989,action crime drama inspector verma havaldar bhagwan singh arrest lalchand bhagwan singh lose life process leav son ajay brought verma wife year later see full summari » umesh mehra sunni deol jacki shroff kimi katkar madhuri dixit
aag ke sholay,1988,action thriller add plot sr pratap sr pratap sumeet saigal vijayata pandit hemant birj sripradha
kacchey limbu,2022,drama famili wil young girl race fulfil dream impos everyon receiv end time shubham yogi sukhita aiyar rajat barmecha radhika madan ayush mehra
yeh hai jalwa,2002,comedi drama romanc raj saxena salman khan goe london expect longlost dad rishi kapoor warmli greet thing go plan david dhawan rishi kapoor salman khan ameesha patel rati agnihotri
saawariya,2007,drama music romanc two soul arriv small town one vacat meet lover spend magic dreamlik day live town sanjay leela bhansali ranbir kapoor sonam kapoor salman khan rani mukerji
emergency,2023,drama histori base true event unfold 1975 chronicl incid took place leadership mr indira gandhi one power women indian histori kangana ranaut anupam kher kangana ranaut satish kaushik mahima chaudhri
makdee,2002,comedi famili fantasi small north indian villag legend 100 yearsold witch live abandon mansion villag outskirt person goe insid turn anim see full summari » vishal bhardwaj shabana azmi shweta basu prasad makrand deshpand aalaap majgavkar
black rose,2021,thriller titli die car accid inspector tara doubt plan murder complet movi investig hemant n mishra sandeep rampher kumar samiksha bhatnagar abhilash narain sanjana shukla jai shanker tripathi
kaalia,1981,action drama jail rob brother unscrupul employ simpleton transform prison emerg violent mission reveng tinnu anand amitabh bachchan asha parekh parveen babi amjad khan
prem rog,1982,drama music romanc manorama daughter rich orthodox famili marri leav childhood friend deodhar secret love despair tragedi befal tradit seem unfair deodhar must fight what right raj kapoor shammi kapoor nanda karnataki tanuja samarth vijayendra ghatg
sarkar raj,2008,action crime drama even power gang emerg wipe sarkar playground power plant propos becom caus greater polit turmoil around happen famili ram gopal varma amitabh bachchan abhishek bachchan aishwarya rai bachchan ravi kale
phoonk,2008,drama horror mysteri atheist forc consult exorcist daughter show sign possess ram gopal varma sudeep amruta khanvilkar ahsaa channa ashwini kalsekar
gehrayee,1980,drama horror success manag decid sell plantat ancestr villag anoth compani young daughter begin act strang vika desai aruna raje shreeram lagoo anant nag indrani mukherje padmini kolhapur
yamla pagla deewana,2011,action comedi drama marri canadian travel india reunit estrang father brother face obstacl challeng samir karnik jeet rataul nafisa ali yugesh anil madhuri bhattacharya bhupindd bhoopii
saajan ka ghar,1994,drama dhanraj bless daughter howev childbirth dhanraj wife die blame daughter wife fate refus see face remarri see full summari » surendra kumar bohra rishi kapoor juhi chawla deepak tijori farheen
love story 2050,2008,action adventur drama help uncl man travel futur tri bring girlfriend back life harri baweja harman baweja priyanka chopra jona boman irani archana puran singh
commando 2,2017,action adventur thriller commando karan use combat skill erad black money siphon bank abroad deven bhojani vidyut jammwal adah sharma esha gupta freddi daruwala
mehsampur,2018,drama desper filmmak drive neurot actress age musician villag trauma kabir singh chowdhri lal chand navjot randhawa devrath joshi jagjeet sandhu
mere brother ki dulhan,2011,comedi drama famili quirki romcom kush find ideal indian bride dimpl brother luv seri comic unpredict event follow ali abba zafar imran khan katrina kaif ali zafar tara dsouza
12th fail,2023,reallif stori ip offic manoj kumar sharma ir offic shraddha joshi vidhu vinod chopra perri chhabra sam mohan vikrant massey priyanshu chatterje
jaan-e-mann: let's fall in love... again,2006,comedi drama music follow love triangl agastya suhaan piya shirish kunder salman khan akshay kumar preiti g zinta anupam kher
umrao jaan,2006,drama romanc jp dutta adapt urdu novel umrao jan ada mirza haadi ruswa 1905 jp dutta aishwarya rai bachchan shabana azmi suniel shetti abhishek bachchan
dum maaro dum,2011,action crime drama corrupt polic offic entrust task apprehend drugdeal rohan sippi abhishek bachchan deepika padukon bipasha basu rana daggubati
farz,1967,action crime thriller crimin investig offic amarnath murder line duti intellig suspect handiwork foreign crimin want destroy india help see full summari » ravik nagaich jeetendra babita kapoor aruna irani kanchana
sui dhaaga: made in india,2018,comedi drama heartwarm stori pride selfreli captur journey mauji wife mamta pursu passion overcom odd sharat katariya anushka sharma varun dhawan siddharth bhardwaj namit da
om - the battle within,2022,action thriller lose memori fight enemi om battl terrorist amnesia order restor father honour old man arrest betray countri kapil verma vicki arora amit ghosh armen greyg abudhar al hassan
iftikhar,2022,drama base life real life hero major mohit sharma award sena medal action counter insurg oper oper code name iftikhar see full summari » kapil verma vicki arora amit ghosh armen greyg abudhar al hassan
sohni mahiwal,1984,action drama romanc violent separ woman love young man must disguis order keep meet kanwal biala latif faiziyev umesh mehra sunni deol poonam dhillon pran sikand tanuja samarth
cash,2021,comedi drama amidst chao demonet downonluck armaan find busi opportun money launder shortcut take rishab seth amol parashar smriti kalra gulshan grover kavin dave
drona,2008,action adventur fantasi young man learn latest line dynasti ancestr warrior dedic guard mystic sourc cosmic energi time come take role goldi behl jayshre arora veer arya abhishek bachchan jaya bachchan
bewafaa,2005,drama romanc anjali sacrific love raja sister death marri brotherinlaw year later meet raja torn loyalti dharmesh darshan anil kapoor akshay kumar kareena kapoor sushmita sen
bazaar,1982,drama famili young man challeng tradit custom stand father woman love promis wealthi expatri sagar sarhadi farooq shaikh smita patil naseeruddin shah supriya pathak
why cheat india,2019,comedi crime drama movi focus exist malpractic countri educ system whole concept buy way educ job earn even evolv educ system see full summari » soumik sen emraan hashmi shreya dhanwanthari snighdadeep chatterji shubham somu srivastava
ek phool do mali,1969,drama famili music somna live poor lifestyl widow mom leela mountain region india nepal make live work appl farm wealthi widow kailash nath kaushal see full summari » devendra goel sanjay khan balraj sahni sadhana shivdasani durga khote
salaam namaste,2005,comedi drama romanc quirki take life relationship look fairi tale bit squint endear look love realli mean siddharth anand saif ali khan preiti g zinta arshad warsi jaav jaaferi
b.a. pass 3,2021,drama romanc ba pass 3 narrat stori jobless anshul life chang upsid meet marri woman get relationship narendra singh sunni sachdeva armaan sandhu ankita sahu ankita chouhan
kasoor,2001,drama mysteri thriller shekhar appoint simran lawyer impecc record repres accus murder wife soon start fall love littl know shekhar darker intent vikram bhatt divya dutta lisa ray apurva agnihotri aftab shivdasani
players,2012,action crime thriller learn fortun gold secretli ship romania master thiev charli riya assembl crack team steal abba alibhai burmawalla mastan alibhai burmawalla vinod khanna abhishek bachchan bobbi deol bipasha basu
purana mandir,1984,drama horror rich young girl learn demon terribl curs brought famili gener decid go patern villag lover friend find truth shyam ramsay tulsi ramsay mohnish behl arti gupta puneet issar sadashiv amrapurkar
dushman,1998,crime drama thriller woman goe hunt find twin sister rapist murder tanuja chandra kajol sanjay dutt ashutosh rana ja arora
phillauri,2017,comedi drama fantasi man must marri tree ward threat lovelif tree turn spirit man bargain anshai lal feroz khan bollybroth anushka sharma diljit dosanjh suraj sharma mehreen pirzada
aurangzeb,2013,action drama thriller kingship know kinship one emperor aurangzeb world gurgaon bring crimin law think like one atul sabharw arjun kapoor zara khan prithviraj sukumaran rishi kapoor
right yaaa wrong,2010,action crime drama decor disabl polic offic becom suspect doubl homicid neeraj pathak sunni deol irrfan khan isha koppikar konkona sen sharma
bhagwaan dada,1986,drama thriller naiv villageborn swaroop come bombay citi rs80 lose thief man name bhagwaan help swaroop recov amount ask return back see full summari » j om prakash rajinikanth rakesh roshan sridevi danni denzongpa
raktneeti,2023,thriller nakul rishi montu 3 regular delhi boy set journeyto sell car buyer jk accid way involv local mla abhimanyu thakur saki shah rajeev rana satish bhat vishwash chauhan upasna haldar
vishwaroopam 2,2018,action thriller raw agent wisam ahmad kashmiri prevent alqaida terrorist execut massiv attack new york must wade trap conspiraci thwart new plot three democrat nation kamal haasan kamal haasan rahul bose shekhar kapur pooja kumar
love in a taxi,2023,crime thriller two cab driver femal driver airport taxi male driver black yellow taxi poor confront two strang passeng nutti shift promiscu male see full summari » rupesh paul raknil avro tanima bhattacharya erixnil karan maan
action jackson,2014,action crime thriller order escap crime clutch ruthless mafia bangkok base hit man seek help lookalik mumbai base goon prabhu deva prabha ajay devgn yami gautam shahid kapoor
atithi tum kab jaoge?,2010,comedi coupl marri life turn upsid distant rel overstay home ashwani dhir ajay devgn konkona sen sharma paresh rawal satish kaushik
purab aur pachhim,1970,drama romanc circa british rule india harnam betray freedom fighter result reward freedom fighter kill leav wife famili devast destitut year see full summari » manoj kumar ashok kumar saira banu manoj kumar pran sikand
sparsh,1980,drama romanc anirudh parmar blind let impair bind run school blind princip meet social worker kavita kavita attract see full summari » sai paranjap shabana azmi naseeruddin shah sudha chopra mohan gokhal
kya kehna,2000,drama romanc young colleg girl face hardship challeng becom mother without marriag kundan shah preiti g zinta saif ali khan chandrachur singh anupam kher
navra mazha navsacha,2004,comedi journey husband wife mumbai ganpatipul fulfil vow sachin pilgaonkar sachin pilgaonkar supriya pilgaonkar ashok saraf anand abhyankar
welcome to new york,2018,comedi drama welcom new york comedi film hero diljit dosanjh sloppi recoveri agent jeenal patel sonakshi sinha fashion design becom part big bollywood event new york chao ensu chakri toleti richard harri jasmin kaur sonakshi sinha diljit dosanjh karan johar lara dutta
chann pardesee,1981,drama nek get marri girl dream kammo son later find child isnt jogind rape kammo chitraarth raj babbar rama vij kulbhushan kharbanda amrish puri
suhaag,1979,action comedi drama two brother get separ time birth reunit adult challeng welcom manmohan desai shashi kapoor amitabh bachchan rekha parveen babi
annamalai,1992,action drama classdivid friendship goe high low sever decad suresh krishna rajinikanth sarath babu kushboo radha ravi
saaransh,1984,drama old coupl lend room rent recent death bread earner famili son bud actress start live love local politician son movi show later ensu mahesh bhatt anupam kher rohini hattangadi soni razdan madan jain
all india rank,2023,comedi set late 1990 india rank sliceoflif dramedi 17year old vivek sent away home prep school prepar highli competit iit mit india entranc examin varun grover shashi bhushan sheeba chaddha bodhisattva sharma geeta agraw sharma
silsila,1981,drama famili romanc silsila love stori thwart societi demand reappear adulteri surviv face societi yash chopra amitabh bachchan rekha jaya bachchan shashi kapoor
great grand masti,2016,comedi drama fantasi amar meet prem go small town encount femm fatal form ragini ragini everyth dream slowli turn worst nightmar indra kumar urvashi rautela riteish deshmukh vivek oberoi aftab shivdasani
100 days,1991,horror romanc thriller young clairvoy woman vision murder set uncov truth killer find partho ghosh jacki shroff madhuri dixit jaav jaaferi laxmik berd
sheela i love you,2001,thriller add plot partho ghosh jacki shroff madhuri dixit jaav jaaferi laxmik berd
mr. & mrs. mahi,2024,drama life stori cricket former team india captain mahendra singh dhoni sharan sharma rajkummar rao janhvi kapoor abhishek banerje kumud mishra
road to sangam,2009,drama thriller amidst bomb explos fake arrest polic brutal protest determin mechan attempt repair antiqu truck transport last remain mahatma gandhi modernday india amit rai paresh rawal om puri pawan malhotra jaw sheikh
suraj,1966,romanc music action maharaja vikram decid marri daughter anuradha command son pratap howev year later anuradha abduct bandit suraj way pratap coron prakash rao vyjayanthimala rajendra kumar tuli ajit khan gajanan jagirdar
honeymoon travels pvt. ltd.,2007,comedi drama romanc six newlymarri divers honeymoon coupl face marit bliss discord find signific other life happygolucki quirki drama reema kagti abhay deol minissha lamba boman irani shabana azmi
jung,2000,action crime drama polic offic frantic search compat bonemarrow donor gravelyil son match convict viciou killer run catch sanjay gupta sanjay dutt jacki shroff aditya pancholi raveena tandon
raavan,2010,action adventur drama bandit leader kidnap wife policeman kill sister later fall love mani ratnam abhishek bachchan aishwarya rai bachchan govinda vikram
city lights,2014,drama thriller deepak singh farmer rajasthan tragedi migrat mumbai wife child lead better life howev upon arriv soon discov challeng life big citi hansal mehta rajkummar rao patralekhaa paul manav kaul khushboo upadhyay
kaala patthar,1979,action drama histori inspir true mine tragedi film peopl walk life show courag charact fight forc natur yash chopra amitabh bachchan shashi kapoor shatrughan sinha rakhe gulzar
blank,2019,action thriller suicid bomber lose memori bomb attach heart polic offic prevent bomb take innoc live behzad khambata sunni deol karan kapadia karanvir sharma ishita dutta
mitron,2018,comedi order bring stabil jai life father decid get marri howev fate plan nitin kakkar jackki bhagnani kritika kamra prateik patil babbar perlen bhersaina
mahakaal,1994,comedi horror demon torment famili friend anita order take reveng death caus policeoffic father rest movi anita tackl demon help boyfriend shyam ramsay tulsi ramsay karan shah archana puran singh johni lever mayur verma
daku ramkali,2000,adventur drama music sher singh arjun singh ident twin brother arjun honest polic offic sher singh becom dacoit influenc bajrang gang sher singh daughter see full summari » kanti shah sapna sappu jay thakur rajesh vivek jogind shelli
ajji,2017,crime drama littl manda found rape dump trash heap near slum parent concern surviv digniti cop powerless help rapist local see full summari » devashish makhija sushama deshpand smita tamb sharvani suryavanshi abhishek banerje
mudrank: the stamp,2009,mysteri add plot shakir shah kaluram dhobal milind gunaji ali khan shahbaaz khan
aarzoo,1999,action drama romanc fianc vijay kill crash pregnant pooja agre marri amar childhood friend alway love life take yet anoth turn vijay return life lawrenc dsouza madhuri dixit akshay kumar saif ali khan paresh rawal
bluffmaster!,2005,comedi crime drama conman roy get dump girlfriend find fatal diseas verg death resolv good help apprentic dittu hoodwink mobster hurt dittu famili rohan sippi abhishek bachchan priyanka chopra jona riteish deshmukh nana patekar
oh darling yeh hai india,1995,comedi miss india aspir actor spend night togeth roam street mumbai unwittingli clash path megalomaniac gangster plan take india ketan mehta shah rukh khan deepa sahi jaav jaaferi anupam kher
ramayana: the epic,2010,anim action adventur lord rama son king dashrath sent exil 14 year wife sita brother laxman accompani deceit kidnap ravana king lanka thu might see full summari » chetan desai manoj bajpaye juhi chawla ashutosh rana mukesh rishi
mangal pandey: the rising,2005,biographi drama histori film leader 1857 mutini fight british rule ketan mehta aamir khan rani mukerji tobi stephen coral beed
the journey of karma,2018,drama stori slum girl brilliant studi tri chase dream work america travel journey full twist n turn surpris lust mysteri old man jagbir dahiya raknil avro shakti kapoor poonam pandey gauri shankar
raaz reboot,2016,horror mysteri romanc fourth instal horror seri explor secret mysteri human frailti vikram bhatt emraan hashmi kriti kharbanda suzanna mukherje gaurav arora
dhanak,2015,comedi drama believ actor goodwil ambassador shah rukh khan help brother get oper restor sight 10year old girl take blind 8year old brother trek across rajasthan search superstar nagesh kukunoor hetal gada krrish chhabria vipin sharma gulfam khan
bhoot and friends,2010,anim action adventur four holiday children go miss encount ghost hoodlum dens forest karanjeet saluja jacki shroff markand soni akash nair ishita panchal
saajan chale sasural,1996,comedi drama villagebas singer attempt find love fame big citi david dhawan govinda karisma kapoor tabu shakti kapoor
sssshhh...,2003,horror mysteri serial killer around respons take mani live includ malini boyfriend polic unabl comprehend especi killer leav evid everi crime scene pavan kaul tanishaa mukerji dino morea karann nathh gaurav kapoor
haathi mere saathi,2021,action drama watch bond human eleph bandev stori fight protect elefriend wit rage haathi mere saathi full movi stream hindi ero prabu solomon bhuvan arora sheeba chaddha rana daggubati rajesh dubeay
the shaukeens,2014,comedi three friend 60 tri everyth couldnt younger day death arriv abhishek sharma akshay kumar lisa haydon anupam kher rajni basumatari
kati patang,1970,drama famili music runaway bride promis die widow friend assum ident look infant child shakti samanta rajesh khanna asha parekh prem chopra bindu desai
ulajh,Unknown,thriller journey young if offic belong promin famili patriot get embroil danger person conspiraci far home turf careerdefin post sudhanshu saria janhvi kapoor gulshan devaiah rajesh tailang roshan mathew
i am kalam,2010,comedi drama famili impoverish boy form unlik unstabl friendship lone son nobleman nila madhab panda gulshan grover harsh mayar pitobash hussan saad
hum dono,1961,drama music romanc armi offic presum dead battl lookalik task break news famili howev circumst forc imperson dead man amarjeet dev anand nanda karnataki sadhana shivdasani lalita pawar
jannat: in search of heaven...,2008,crime drama romanc arjun reckless young man obsess make money card game chanc meet girl mall zoya give reason look move see full summari » kunal deshmukh emraan hashmi sonal chauhan swatantra bharat armen greyg
jeet,1996,action romanc hitman work crime boss fall woman marri childhood friend later woman husband life come threat crime boss hitman becom protector raj kanwar sunni deol karisma kapoor salman khan tabu
mard,1985,action comedi drama king azad get lock dungeon british gener dyer want take kingdom year later azad son decid put end dyer tyranni come father rescu manmohan desai amitabh bachchan amrita singh nirupa roy dara singh randhawa
half girlfriend,2017,drama romanc madhav meet girl name riya fall love stuggl convinc girlfriend half heartedli agre half girlfriend mohit suri shraddha kapoor vikrant massey arjun kapoor shriidhar dubey
jalebi,2018,drama romanc woman board overnight train get place compart former lover wife pushpdeep bhardwaj lal mohan rhea chakraborti varun mitra digangana suryavanshi poorti arya
thupparivaalan,2017,action crime thriller detect hungri challeng case investig mysteri murder dog lead rival could match mysskin vishal simran prasanna vinay rai
pyar ka karz,1990,drama bombaybas dr naina meet musician singer ravi shankar fall love ravi return concert delhi find naina get marri see full summari » k bapaiah dharmendra meenakshi sheshadri mithun chakraborti neelam kothari
saina,2021,biographi drama sport stori saina nehwal profession badminton player rank number 1 sport amol gupt mukesh agrohari olga anand rohan apt amit ashar
virgin bhanupriya,2020,comedi drama bhanupriya conserv girl decid lose virgin fail everi attempt soothsay predict imposs task happen decid overcom bad luck ajay lohan urvashi rautela gautam gulati rajiv gupta archana puran singh
halahal,2020,crime drama mysteri murder colleg girl morph suicid take dr shiv journey dig truth daughter murder randeep jha barun sobti sachin khedekar purnendu bhattacharya manu rishi chadha
maid for each other,2022,romanc grew word made realiz soulmat maid shivam 25 year old fall love maid date current boss charu mess see full summari » swagger sharma lavina khanchandani bhupend singh rawat annu sharma swagger sharma
stalin,2006,action drama stori exarmi offic bring chang societi make peopl help ar murugadoss chiranjeevi trisha krishnan prakash raj sharada
dus,2005,action crime drama team specialist must catch terrorist carri attack anubhav sinha sanjay dutt suniel shetti abhishek bachchan zay khan
om dar-b-dar,1988,drama care construct nonsens teenag boy name om small indian villag kamal swaroop anita kanwar gopi desai lalit tiwari lakshminarayan shastri
mann,1999,drama romanc young woman fall love handsom playboy aboard singapor india cruis make plan meet fate may plan indra kumar aamir khan manisha koirala sharmila tagor deepti bhatnagar
3rd october,2023,drama revolv around two lawyer contrast perspect justifi right film shed light role justic system media within societi vineet jha moin khan hiten tejwani sneha ullal kanchi singh
baabul,2006,drama famili romanc son die accid balraaj urg depress daughterinlaw marri man long love silenc ravi chopra amitabh bachchan salman khan hema malini john abraham
roti kapada aur makaan,1974,action drama music bharat face challeng lead famili take respons follow father death manoj kumar manoj kumar shashi kapoor zeenat aman moushumi chatterje
dobaara: see your evil,2017,horror mysteri sibl natasha kabir merchant investig allegedli haunt mirror parent home offici adapt oculu prawaal raman adil hussain huma qureshi madalina bellariu ion lisa ray
hawas,2004,drama romanc thriller complic aris bore young wife embark extramarit affair stranger lead emot turmoil eventu murder karan razdan shawar ali meghna naidu tarun arora mukesh tiwari
fateh,Unknown,action crime follow former gangster hire guard young woman name jacquelin order keep safe fateh must employ abil simultan attempt learn truth threat made vaibhav misra sonu sood jacquelin fernandez vijay raaz dibyendu bhattacharya
zakhmi sipahi,1995,action shakti honest polic offic aveng death father gautam gorakhnath trial obstacl face goe corrupt love usual hindi film masala tlv prasad vika anand mithun chakraborti puneet issar goga kapoor
happy ending,2014,comedi romanc confus writer goe search inspir next stori fall love best seller author doesnt believ love krishna dk raj nidimoru saif ali khan ileana dcruz kalki koechlin ranvir shorey
japan,2023,action drama thriller plot wrap raju murugan sunil karthi anu emmanuel rajesh aggarw
gunda,1998,action comedi crime cooli famili murder group gangster politician swear reveng kanti shah mithun chakraborti mukesh rishi mohan joshi shakti kapoor
nishant,1975,crime drama man whose wife abduct seek culprit prosecut crime one help meanwhil wifeabus berat abductorscannot bring face husband shyam beneg girish karnad shabana azmi anant nag amrish puri
the past,2018,drama horror two sister simran alia go vacat lonavala experi paranorm activ bungalow theyr put evil spirit take place gagan puri sonia albizuri samiksha bhatt navid mirzaaghazadeh yuvraaj parashar
army,1996,action drama arjun newlyw armi man brutal kill gangster nagraj young widow determin aveng husband death rais armi dedic young men kill gangster raam shetti sridevi shah rukh khan harish mohnish behl
dvand: the internal conflict,2023,drama add plot ishtiyak khan ishtiyak khan istiyak khan vikram kochhar sanjay mishra
dulhe raja,1998,comedi poor raja open fast food restaur right opposit five star hotel run owner singhania earn wrath wealthi hotel owner use influenc remov raja see full summari » harmesh malhotra govinda raveena tandon kader khan prem chopra
irada,2017,drama mysteri thriller nia offic tri unravel conspiraci led bomb busi tycoon factori aparnaa singh naseeruddin shah arshad warsi divya dutta sharad kelkar
jaggu ki lalten,2022,drama jaggu ki lalten comedydrama music film explor life scrap dealer cum businessman hari lal bhoot man shrewd busi tactic yet elat gener see full summari » vipin kapoor rambir aryam aakriti bharti rajendra bhatia biren dang
blackmail,1973,drama music romanc woman torn promis new love memori exfianc meanwhil scientist uncleinlaw becom target intern gang seek secret formula har solar energi vijay anand dharmendra rakhe gulzar shatrughan sinha madan puri
coolie,1983,action comedi drama iqbal get separ mother brother flood becom cooli mumbai railway station fight cooli right face challeng businessman manmohan desai prayag raj amitabh bachchan waheeda rehman rishi kapoor rati agnihotri
dedh ishqiya,2014,comedi drama romanc two lousi crook find paradis seven stage love abhishek chaubey huma qureshi madhuri dixit naseeruddin shah arshad warsi
vd18,2024,action drama revolv around dcp transform travel differ place order safeguard famili kale wamiqa gabbi keerthi suresh varun dhawan
ek doctor ki maut,1990,biographi drama year painstak research cost domest pleasur dr dipankar roy discov vaccin leprosi news flash televis overnight see full summari » tapan sinha shabana azmi pankaj kapur irrfan khan deepa sahi
ram gopal varma ki aag,2007,action adventur comedi pair bodyguard politician find posit threat employ implic scandal flee mumbai find work gangster also find polic onto ram gopal varma amitabh bachchan mohanl ajay devgn vinod jaywant
yeh ballet,2020,drama music discov eccentr ballet master two gift underprivileg mumbai teen face bigotri disapprov pursu danc dream sooni taraporevala julian sand sarah jane dia jim sarbh mihir ahuja
namak haraam,1973,drama somnath somu live shanti hous delhi slum widow mom unmarri sister sarla friendli calcuttabas wealthi vikram vicki maharaj vicki dad see full summari » hrishikesh mukherje rajesh khanna amitabh bachchan simi garew rekha
woh lamhe ...,2006,biographi drama romanc base upon life actress parveen babi film describ life schizophren actress sana azim love life aditya garew mohit suri kangana ranaut shiney ahuja shaad randhawa purab kohli
mandi,1983,comedi drama forbidden love fray loyalti flagrant hypocrisi emerg sanctimoni politician drive madam brothel heart hyderabad shyam beneg shabana azmi smita patil naseeruddin shah amrish puri
naya daur,1957,action drama music son landlord decid modern busi replac hors cart buse hors cart rider decid challeng br chopra dilip kumar vyjayanthimala ajit khan chand usmani
welcome to karachi,2015,action comedi war two men india land karachi pakistan without passport get trap taliban desper tri find way get back india ashish r mohan arshad warsi jackki bhagnani lauren gottlieb dalip tahil
no land's man,2021,drama predominantli englishlanguag film chronicl tragic strang funni journey south asian man whose journey take layer complic shape meet australian girl us mostofa sarwar farooki nawazuddin siddiqui eisha chopra vikram kochhar tahsan
1971,2007,action drama war base true fact film revolv around 6 brave soldier escap clutch pakistan armi risk death honour courag sacrific toward journey home amrit sagar manoj bajpaye ravi kishan deepak dobriy kumud mishra
saheb biwi aur gangster 3,2018,action crime drama royal saga deceit conspiraci greed lust continu third instal seri saheb biwi pit enemi everyon involv scheme ruthlessli person gain tigmanshu dhulia sanjay dutt jimmi shergil mahi gill chitrangda singh
hawaizaada,2015,biographi drama film base life indian scientist shivkar bapuji talpad credit construct india first unman plane tale hardship went see full summari » vibhu puri naman jain mithun chakraborti samir chandra kanishka singh deo
