movie_name,year,tags
aiyaary,2018,"action drama thriller after finding out about an illegal arms deal, a military intelligence officer goes rogue with highly sensitive data related to his organization, causing his mentor: a colonel, to hunt him down. neeraj pandey, feroz khan bollybrothers sidharth malhotra manoj bajpayee rakul preet singh pooja chopra "
veerana,1988,"action drama horror a beautiful young girl, unfortunately possessed from her childhood by a vengeful spirit, wanders around lonely places to seduce and kill people, gradually becoming lost into a dark world of revenge and lust. shyam ramsay, tulsi ramsay jasmin hemant birje sahila chaddha kulbhushan kharbanda "
wake up sid,2009,"comedy drama romance the story of a lazy mumbai college student who does absolutely nothing, with a turn of events will sid realize his potential in this world and become a success in the fast-paced life of mumbai. ayan mukerji ranbir kapoor konkona sen sharma supriya pathak anupam kher "
keedaa cola,2023,comedy crime add a plot tharun bhascker dhaassyam brahmanandam ravindra vijay tharun bhascker dhaassyam jeevan kumar 
daawat-e-ishq,2014,"comedy drama romance a story of gullu, a hyderabadi girl frustrated with dowry-seeking men and taru (a charming lucknawi cook), who crush old-fashioned world-view. habib faisal aditya roy kapoor parineeti chopra anupam kher karan wahi "
aiyyaa,2012,"comedy romance a woman goes on the hunt for her dream man, armed with her wild imagination, her passion for masala-films, and her ultra-sensitive sense of smell. sachin kundalkar rani mukerji prithviraj sukumaran nirmiti sawant subodh bhave "
toofan,1989,action crime drama honest police officer hanuman prasad singh lives like friend and family with a magician by the name of ramesh kumar. hanuman's wife passes away after giving birth to male twin babies; upon ...                see full summary » ketan desai amitabh bachchan meenakshi sheshadri amrita singh farooq shaikh 
zanjeer,1973,"action crime drama a tough and honest police officer clashes with a crime boss who, unbeknownst to him, happens to be his parents' murderer. prakash mehra amitabh bachchan jaya bachchan pran sikand om prakash "
qurbani,1980,action crime drama two friends live happily until misunderstandings arise between them. feroz khan feroz khan vinod khanna zeenat aman amjad khan 
dr. cabbie,2014,"comedy an indian doctor emigrates to canada in the hope of starting a new life, but bureaucracy confines him to life as a taxi driver. when he cannot suppress his desire to practice medicine, he begins illegally treating patients from his cab. jean-françois pouliot vinay virmani adrianne palicki kunal nayyar lillete dubey "
mahanati,2018,"biography drama biography of savitri, an actress from south india movie industry, who ruled the industry for two decades during 50s and 60s. nag ashwin keerthy suresh dulquer salmaan samantha ruth prabhu vijay deverakonda "
saudagar,1991,action drama romance two clan chiefs who have maintained a blood feud for decades have to contend with the romance between their respective grandchildren. subhash ghai dilip kumar raaj kumar vivek mushran manisha koirala 
har har mahadev,2022,"action drama war this is the inspirational story of a real battle in which only 300 soldiers, led by baji prabhu deshpande, the commander of chhatrapati shivaji maharaj, held back an enemy army of 15,000 while shivaji reached the safety of khera fort. abhijeet shirish deshpande sharad kelkar subodh bhave yogesh jadhav nitish chavan "
zapatlela,1993,comedy drama horror a man is presumed to have been haunted when a doll possessed by the spirit of a gangster comes along in his life. mahesh kothare laxmikant berde mahesh kothare kishori ambiye ravindra berde 
judwaa,1997,"action comedy drama twin brothers who are separated soon after birth, meet in adulthood and join forces to defeat their common enemy, a notorious criminal. david dhawan salman khan karisma kapoor rambha kader khan "
that girl in yellow boots,2010,crime drama mystery a british woman faces challenges while attempting to locate her father in india. anurag kashyap kalki koechlin prashant prakash naseeruddin shah gulshan devaiah 
the delhi files,Unknown,crime history thriller add a plot vivek agnihotri ankit bisht mithun chakraborty palomi ghosh sougata ghosh 
jolly llb 2,2017,comedy crime drama jolly is a clumsy lawyer who is faced with representing the most critical court case of his career. subhash kapoor akshay kumar huma qureshi saurabh shukla annu kapoor 
gold,2018,drama history sport the journey of a man who was instrumental in making india win its first olympic gold medal as a free nation. reema kagti krishan tandon hubertus geller siddharth kher sheldon redden 
bichhoo,2000,action crime drama a contract killer with a tragic past trains a teenage girl to avenge the murder of her family and falls for her in the process. guddu dhanoa bobby deol rani mukerji ashish vidyarthi farida jalal 
kaali khuhi,2020,"drama horror mystery shivangi, a 10 year old girl, is put to the ultimate test to save her family's village from the restless ghosts of its horrific past. terrie samundra shabana azmi sanjeeda sheikh satyadeep misra riva arora "
jigar,1992,"action drama romance an engaging action-sport film, where a man avenges his sister's humiliation by participating in a deadly kung-fu tournament. farogh siddique ajay devgn karisma kapoor ajit khan feroz khan "
aatmapamphlet,2023,comedy drama a young boy growing up amidst massive social and economic changes in 1990s india. ashish bende om bendkhale rajratna bhojane khushi hajare bhimrao mude 
amar prem,1972,drama musical romance a village woman abandoned by her husband is forced into prostitution in kolkata and forms nameless yet strong relations with a wealthy patron as well as an abused boy in the neighbourhood. shakti samanta rajesh khanna sharmila tagore sujit kumar bindu desai 
awarapan,2007,"action crime drama a loyal henchman is ordered by his boss to keep an eye on his mistress, and trouble begins when he refuses to kill her. mohit suri emraan hashmi mrinalini sharma ashish vidyarthi ashutosh rana "
hate story 2,2014,drama thriller a woman takes revenge on a powerful corrupt politician who forcefully abused her and left her for dead. vishal pandya jay bhanushali surveen chawla sushant singh siddharth kher 
brahmastra 2,2026,action adventure fantasy follows shiva's father: dev. ayan mukerji deepika padukone alia bhatt ranbir kapoor 
musafir,2004,"action crime drama a small-time criminal, betrayed by his girlfriend and owing money to a fearsome crime lord, agrees to travel to goa for a drug deal and becomes involved with a local woman and her much older husband, both of who want to kill each other. sanjay gupta, hasib muhammad anil kapoor sameera reddy aditya pancholi mahesh manjrekar "
possessed love,2021,"drama horror romance everything was going well for the bride but her life changed completely when she decided to go out of the house on the night of haldi, taking her grandmother's faith as superstition. she ...                see full summary » manmeet singh sodhi surbhi shukla sachin sharma unika ray harsh arora "
prem ratan dhan payo,2015,"action drama musical while recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike. sooraj r. barjatya salman khan sonam kapoor neil nitin mukesh deepak dobriyal "
nadiya ke paar,1982,"drama romance chandan and gunja, who hails from a village across the river, fall in love with each other. after her sister dies, gunja is compelled to marry her brother-in-law who is chandan's brother. govind moonis sachin pilgaonkar sadhana singh inder thakur mitali "
david,2013,action crime drama the lives of three different men named david are about to change forever. bejoy nambiar vikram neil nitin mukesh vinay virmani tabu 
roar,2014,"action adventure sci-fi after his photojournalist brother gets killed by a white tigress in the jungles of the sundarbans, pandit and his team of commandos enter the prohibited core area of the forest to avenge his death. kamal sadanah aadil chahal ahran chaudhary pranay dixit subrat dutta "
aarakshan,2011,drama thriller the decision by india's supreme court to establish caste-based reservations for jobs in education causes conflict between a teacher and his mentor. prakash jha amitabh bachchan saif ali khan manoj bajpayee deepika padukone 
angithee,2021,"drama firdous is married off in a conservative house with her husband hameed. her old friend shahid comes back from punjab and they fall in love, but things change when hameed discovers firdous is sleeping with his friend. rahhat shah kazmi rahhat shah kazmi hussein khan tariq khan "
dharmatma,1975,"action romance thriller wealthy, powerful and influential seth dharamdas leads a financially secure life in a palatial mansion. he is known to come to the aid of all people who are beyond any hope of assistance, ...                see full summary » feroz khan premnath malhotra feroz khan hema malini rekha "
meenakshi sundareshwar,2021,"comedy romance forced to live apart due to a unique job prospect, two newlyweds face the hassles, hiccups - and hilarity - that arise from their long distance marriage. vivek soni sanya malhotra abhimanyu dasani shivkumar subramaniam nivedita bhargava "
de dana dan,2009,action comedy crime two down on their luck men tries to kidnap a wealthy businesswoman's dog to demand a hefty ransom from her. things goes haywire when the dog goes missing. priyadarshan akshay kumar suniel shetty katrina kaif sameera reddy 
mastram,2013,biography drama how a clerk became an erotica writer. akhilesh jaiswal rahul bagga tara-alisha berry aakash dahiya istiyak khan 
ek thi daayan,2013,"horror romance thriller when gifted magician bobo finds himself assailed by hallucinations and seeks professional help, he learns he's being haunted by a sinister spirit. kannan iyer emraan hashmi konkona sen sharma kalki koechlin huma qureshi "
le halua le,2012,"comedy drama romance love's wires are crossed in this hilarious caper; strategems and misunderstandings abound as the young protagonists struggle to navigate their way through life, land jobs, and find a place to live. raja chanda laboni sarkar payel sarkar subhasish mukherjee kharaj mukherjee "
virasat,1997,"action drama musical after completing his studies in london, england, shakti thakur returns home to india in a small town where his family resides. accompanying him is his leggy girlfriend, anita, who he is in ...                see full summary » priyadarshan anil kapoor tabu pooja batra milind gunaji "
axone,2019,"comedy drama in delhi, friends from northeast india prepare a pungent delicacy for a wedding party, sparking conflict and comedy with their unaccustomed neighbors. nicholas kharkongor sayani gupta lin laishram jimpa sangpo bhutia tenzing dalha "
coolie no. 1,1995,action comedy romance in order to avenge his insult against wealthy hoshiarchand choudhary; pandit shaadiram gharjodhe asks raju; a coolie by profession to masquerade as a wealthy business tycoon so that he can get marry to choudhary's daughter malti. david dhawan govinda karisma kapoor harish kanchan 
maya,1993,"drama mystery romance a beautiful, wealthy woman's insatiable appetite for romance leads to tragedy and a police investigation. ketan mehta deepa sahi farooq shaikh raj babbar shah rukh khan "
mardaani,2014,"action crime drama a story of shivani shivaji roy, crime branch, who sets out to confront the mastermind behind a child trafficking mafia. pradeep sarkar rani mukerji jisshu sengupta anant vidhaat mona ambegaonkar "
kalyug,2005,"action crime drama a newly married couple is caught on camera during their honeymoon. when the wife commits suicide after the video is released on internet, the husband sets out to seek revenge. mohit suri kunal kemmu deepal shaw smiley suri atul parchure "
yeh shaadi nahi ho sakti,2023,comedy lovers priya and lakshman who can't get married till priya's elder sister pallavi does. lakshman devises an elaborate plan where they hire an nri groom to woo pallavi. akarsh khurana prajakta koli shikha talsania chaitnya sharma adhaar khurana 
hawayein,2003,"drama romance set against the backdrop of the 1984 sikh genocide, hawayein is a 2003 film directed by ammtoje mann. the film is based on some real-life events and features the impact of operation ...                see full summary » amitoj mann amitoj mann babbu mann aanandee tripathi mukul dev "
ek jaan hain hum,1983,"family romance while trying to win over his beloved's parents, a young man is accused of arson, and his father soon realizes insanity may be his only defense. rajiv mehra rakesh bedi avtar gill gulshan grover rajeev kapoor "
420 ipc,2021,"crime in this zee5 original film, ca keswani is arrested for bank fraud and forgery. keswani hires birbal, a lawyer, to fight his case, but birbal realises that there's more to it than meets the eye. manish gupta rohan mehra vinay pathak ranvir shorey gul panag "
baaghi 2,2018,"action crime drama a battle-hardened army officer squares off against drug lords and russian henchmen to save his ex-lover's kidnapped daughter in the underbelly of goa, india. ahmed khan disha patani tiger shroff jacqueline fernandez randeep hooda "
ragini mms 2,2014,horror a sleazy film director's decision to shoot his latest erotic horror movie in a notorious haunted house angers the vengeful spirit of its past inhabitant. bhushan patel sunny leone saahil prem parvin dabas sandhya mridul 
bade miyan chote miyan,1998,"action comedy musical arjun and pyare mohan are honest policemen who work together. trouble follows when thieves bade miyan and chote miyan, look-alikes of arjun and pyare, commit crimes and the hapless duo are blamed for it. david dhawan amitabh bachchan govinda raveena tandon ramya krishnan "
the blue umbrella,2005,"comedy drama family in a small village when a little girl's prescious umbrella is stolen, things goes wrong for a greedy tea seller who was very much interested in buying that umbrella from her. vishal bhardwaj pankaj kapur shreya sharma deepak dobriyal rahul kumar "
operation valentine,2023,"action drama thriller operation valentine is a patriotic, edge-of-the-seat entertainer and will showcase our air force heroes on the front-lines and the challenges they faced as they fought one of the biggest, fiercest aerial attacks that india has ever seen. shakti pratap singh manushi chhillar varun tej "
betaab,1983,"family romance a young man (sunny deol) and woman (amrita singh) fall in love, but face obstacles from their families. rahul rawail shammi kapoor nirupa roy prem chopra sunny deol "
race 2,2013,"action crime thriller ranvir treads through the world of the indian mafia in turkey as he looks to avenge the death of his lover and partner in crime. abbas alibhai burmawalla, mastan alibhai burmawalla saif ali khan anil kapoor john abraham deepika padukone "
monsoon,2015,comedy drama romance the movie revolves around the story of a 15 year old guy who falls in love with a 28 year old lady. the lady is now a widow as her husband who was a forest officer died while he was on duty...                see full summary » suzad iqbal khan shawar ali pandiit ggaaurav gautam pramod goswami raja gulati 
ek main aur ekk tu,2012,comedy drama romance a few drinks too many leads an uptight architect and quick-witted hairstylist to marry in las vegas. can a mistake lead to friendship and love? shakun batra kareena kapoor zenobia shroff imran khan boman irani 
refugee,2000,drama musical romance a young man who smuggles illegal weapons and people back and forth over the borders between india and pakistan falls in love with a young woman whose family he helped. j.p. dutta jackie shroff suniel shetty abhishek bachchan kareena kapoor 
crack,Unknown,drama add a plot neeraj pandey akshay kumar pradum shukla pradum jaykar vicky kadian 
marjaavaan,2019,action drama romance raghu and zoya are enjoying their lives together until a gang leader with harmful intentions turns their world upside down. milap zaveri riteish deshmukh sidharth malhotra tara sutaria rakul preet singh 
bramayugam,2024,horror thriller add a plot rahul sadasivan mammootty arjun ashokan amalda liz sidharth bharathan 
ek paheli leela,2015,"mystery romance thriller two lovers, having been denied true love 300 years ago, are reincarnated in order to correct that wrong. bobby khan sunny leone rahul dev mohit ahlawat jay bhanushali "
prince,2010,action sci-fi thriller a wanted thief races against time to find an antique coin after he commits the biggest heist of his life and wakes up the next day with no memories. kookie gulati vivek oberoi isaiah aruna shields nandana sen 
mehbooba,1976,"drama romance a singer by profession, suraj (rajesh khanna) gets stranded in resthouse in the coutnryside during a rainstorm. while there he experiences ununsual feelings, as if he has been there before....                see full summary » shakti samanta rajesh khanna hema malini prem chopra govardhan asrani "
my friend ganesha 4,2020,comedy add a plot shakti samanta rajesh khanna hema malini prem chopra govardhan asrani 
luck,2009,"action adventure drama an underworld kingpin recruits people endowed with 'luck' from across the globe to take part in a series of challenges designed to test their 'luck' factor, as gamblers around the world bet on them. soham shah mithun chakraborty sanjay dutt imran khan ravi kishan "
phir bhi dil hai hindustani,2000,"comedy drama musical in order to seek justice for a man who exacts vengeance on a politician, who was responsible for his daughter's death, two rival reporters teams up to help him to prove his innocence. aziz mirza shah rukh khan juhi chawla johny lever paresh rawal "
grand masti,2013,"comedy drama thriller meet, prem, and amar look to have a blast at their college reunion, though they soon find themselves in another predicament. indra kumar riteish deshmukh vivek oberoi aftab shivdasani karishma tanna "
seeta aur geeta,1972,"adventure comedy drama long-suffering heiress seeta is treated worse than a servant by her abusive money-grubbing aunt. meanwhile, her long-lost twin sister geeta grows up to be a gutsy street performer. one day, the girls unintentionally swap places. ramesh sippy dharmendra sanjeev kumar hema malini manorama "
muthu,1995,"action comedy drama the movie is about a loyal servant, muthu (rajni), working for zamindar malayasimman (sarath babu) and the cunning plans by the uncle of malasimman to capture the whole wealth which uncovers some mystery about muthu. k.s. ravikumar rajinikanth meena sarath babu senthil "
coat,2023,"drama family madho and his father are pig farmers, of a low caste are not respected by the other villagers. one day he sees a foreigner being respected and because of his expensive coat. determined madho tries to acquire a coat that he cannot afford. akshay ditti, kumar abhishek sanjay mishra vivaan shah sonal jha pooja pandey "
footpath,2003,"action crime drama two friends of a man help him avenge his father's death. years later, he reunites with his friends who have now become criminals. what they don't know, is that he is now an undercover cop. vikram bhatt aftab shivdasani bipasha basu rahul dev emraan hashmi "
julie 2,2017,"drama romance thriller a simple girl rises to be a big star, but the story of her success is not without its dark side. deepak s. shivdasani nishikant kamat raai laxmi rati agnihotri ravi kishan "
khuda gawah,1992,"action adventure drama baadshah khan falls in love with benazir, a member of a rival clan who has defeated him in a game of buzkashi. mukul anand amitabh bachchan sridevi nagarjuna akkineni shilpa shirodkar "
laaga chunari mein daag: journey of a woman,2007,drama family romance a small town girl lands in big bad mumbai to earn an honest living but faces a confrontation she would've never dreamt of in her wildest dreams. pradeep sarkar rani mukerji jaya bachchan konkona sen sharma kunal kapoor 
helicopter eela,2018,"drama eela raiturkar, an aspiring singer, gives up on her career after her husband abandons her and their son, vivaan. however, years later, he encourages his mother to pursue her dream. pradeep sarkar kajol riddhi sen tota roy chowdhury neha dhupia "
jagir,1984,action adventure drama three men attempt to seek vengeance against their oppressors. pramod chakravorty dharmendra zeenat aman mithun chakraborty shoma anand 
humko deewana kar gaye,2006,"drama romance aditya an engineer, travels to canada for training. there he meets jia a beautiful woman from an influential family. fate keeps pushing the pair together, and even though both are already betrothed to others, adi and jia fall in love. raj kanwar akshay kumar katrina kaif bipasha basu bhagyashree patwardhan "
ek hasina thi,2004,"crime drama mystery a woman falls for a charming and mysterious businessman. the whirlwind romance turns sour when she is framed for his underworld crimes. now, finally out of prison she is ready for sweet revenge. sriram raghavan saif ali khan urmila matondkar seema biswas aditya srivastav "
soorma,2018,"biography drama sport soorma is the story of the triumph of the human spirit, about a player, who made headlines for his miraculous comeback after facing a near death experience through sheer determination, hard work and unrelenting passion for the sport. shaad ali diljit dosanjh taapsee pannu angad bedi vijay raaz "
nikamma,2022,action comedy drama a lazy slacker struggles to get along with his diligent sister-in-law - until they must step up and fight together against a common enemy. sabir khan abhimanyu dasani shilpa shetty kundra shirley setia samir soni 
do lafzon ki kahani,2016,action drama romance centered on ex-mixed martial arts artist sooraj (randeep hooda) and sculptor artist jenny (kajal aggarwal). their fate intertwines when their past are revealed in their blooming relationship. deepak tijori kajal aggarwal anil george randeep hooda snehal kulshreshtha 
phata poster nikhla hero,2013,action comedy crime vishwas rao is raised by his mother who wants him to become a police officer while he wants to become an actor. rajkumar santoshi shahid kapoor ileana d'cruz padmini kolhapure mukesh tiwari 
manikarnika: the queen of jhansi,2019,"action biography drama story of rani lakshmibai, one of the leading figures of the indian rebellion of 1857, and her resistance to the british rule. radha krishna jagarlamudi, kangana ranaut kangana ranaut danny denzongpa suresh oberoi atul kulkarni "
august 16 1947,2023,action drama the tale of a remote village where one man battles british forces n.s. ponkumar gautham karthik revathy pugazh madhusudhan rao 
nasha,2013,"drama thriller a teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out. amit saxena poonam pandey shivam patil vishal bhonsle mohit chauhan "
tum bin 2,2016,"drama romance after a skiing accident, taran thinks her fiance is dead and grieves for months. soon, shekhar enters her life, helps her rediscover happiness, and falls in love with her. md. shahnause, anubhav sinha, peter pedrero neha sharma aditya seal aashim gulati mouni roy "
suryavanshi,1992,action fantasy horror an archaeologist unearths an underground palace at sangramgarh. the locals are afraid of what will happen if they start digging and would like to leave the past alone. it turns out their fears we confounded. rakesh kumar salman khan amrita singh sheeba agarwal saeed jaffrey 
zanjeer,2013,action crime drama acp vijay khanna is transferred to mumbai where he will have do deal with the oil mafia led by rudra pratap teja. apoorva lakhia ram charan priyanka chopra jonas sanjay dutt prakash raj 
shukranu,2020,"drama set in delhi/up/haryana, shukranu is a comic take on the darkest phases of indian democracy through the encounters of a would-be groom who is forcefully sterilized just days before his much-awaited marriage. bishnu dev halder divyendu sharma shweta basu prasad sheetal thakur aakkash dabhade "
jigarthanda doublex,2023,action comedy drama add a plot karthik subbaraj s.j. suryah nimisha sajayan raghava lawrence 
tehran,Unknown,action thriller add a plot arun gopalan john abraham manushi chhillar hadi khanjanpour madhurima tuli 
ramaiya vastavaiya,2013,"action drama romance ram falls in love with sona, who lives on the fields of punjab. he follows her to her farm, where her elder brother challenges him to produce more seed on their fields. if he wins, he will be allowed to marry her. prabhu deva shruti haasan girish taurani sonu sood vinod khanna "
yaadein...,2001,"musical drama romance raj is against love marriages and when his daughter isha falls in love with ronit malhotra, he opposes their relationship. will ronit and isha sacrifice their love for the sake of their parents or will they manage to convince them? subhash ghai hrithik roshan jackie shroff kareena kapoor amrish puri "
chhota bheem kung fu dhamaka,2019,"animation action adventure chhota bheem and his friends decide to participate in the annual martial arts competition held at china, where the country's princess gets kidnapped by an evil demon zuhu. rajiv chilaka, binayak das urvi ashar asif ali beig jigna bhardwaj rupa bhimani "
maatr,2017,"thriller vidya, who's left shattered after her daughter tia's murder, seeks vengeance by fighting the broken justice and criminal system. ashtar sayed raveena tandon siddharth bhardwaj madhur mittal piyush kaushik "
alag: he is different.... he is alone...,2006,action drama fantasy an odd orphan boy is forced to use his secret super powers when his new classmates bully him. a scientist abducts him to use the boy's powers for his own evil gains. asshu trikha akshay kapoor dia mirza yatin karyekar jayant kripalani 
delhi-6,2009,"drama in the ancient walled city of delhi, an american-born indian finds himself on an unexpected inner journey as he learns about himself and his roots. rakeysh omprakash mehra waheeda rehman abhishek bachchan sonam kapoor rishi kapoor "
vaastav: the reality,1999,action crime drama consequences force an innocent man to get involved in crime after making an error. mahesh manjrekar sanjay dutt namrata shirodkar reema lagoo shivaji satam 
ship of theseus,2012,"drama the film explores questions of identity, justice, beauty, meaning and death through an experimental photographer, an ailing monk and a young stockbroker. anand gandhi aydah el-kashef yogesh shah faraz khan hannan youssef "
golmaal: fun unlimited,2006,action comedy drama four runaway crooks take shelter in a bungalow which is owned by a blind couple. rohit shetty ajay devgn arshad warsi sharman joshi tusshar kapoor 
the hero of color city,2014,animation adventure family a diverse band of crayons strive to protect not only their magical multihued homeland but the imagination of children everywhere from a terrifying monster. frank gladstone owen wilson christina ricci rosie perez wayne brady 
raja,1995,"action comedy drama raja and madhu fall in love and decide to get married. however, her brothers are against the alliance and devise a plan to drive the two apart. indra kumar sanjay kapoor madhuri dixit mukesh khanna dalip tahil "
kyon ki...,2005,"drama romance after learning the sad truth about a patient, a female psychiatrist falls in love with him. priyadarshan salman khan kareena kapoor rimi sen jackie shroff "
choked: paisa bolta hai,2020,drama a bank employee weighed down by her jobless husband's debts - and her own broken dreams - finds a secret source of seemingly unlimited cash in her home. anurag kashyap saiyami kher roshan mathew amruta subhash upendra limaye 
azhar,2016,"biography drama sport biographical sports drama based on the life of former indian international cricketer, mohammad azharuddin anthony d'souza emraan hashmi nargis fakhri prachi desai lara dutta "
panga,2020,"drama sport panga is inspired by the life of a national-level kabbadi player from india. it follows her triumphs, struggle, and overcoming of stereotypes. it shows how important family love and support is for success. ashwiny iyer tiwari kangana ranaut jassie gill richa chadha neena gupta "
rog,2005,mystery romance thriller a lonely and insomniac detective falls in love with a dead woman whose murder he is investigating. himanshu brahmbhatt irrfan khan ilene hamann himanshu malik suhel seth 
dil toh baccha hai ji,2011,comedy drama romance three roommates are in search of true love. they each find a girl with whom they fall head over heels in love with. now they just have to get the women to reciprocate. madhur bhandarkar ajay devgn emraan hashmi omi vaidya shazahn padamsee 
waqt: the race against time,2005,"comedy drama family ishwar chandra thakur is living the good life, content with his loving wife sumitra and son adiya. there is but one thing which gradually comes to annoy ishwar: his son's laziness and dependency on his father. vipul amrutlal shah amitabh bachchan akshay kumar priyanka chopra jonas shefali shah "
kasethan kadavulada,2023,"comedy drama a young man, his cousin and a friend stealing money from his stingy stepmother. r. kannan shiva priya anand yogi babu yogi devaraj "
jurm,1990,"action crime romance police inspector shekhar varma lives in khar, bombay, along with his wife, meena, and a school-going daughter. his office is notified that editor ritesh nandy has received death threats as ...                see full summary » mahesh bhatt vinod khanna meenakshi sheshadri sangeeta bijlani shafi inamdar "
kachchi kali,1987,drama sonika gill plays an innocent virgin girl (kachchi kali as the title indicates) who is tricked by her lover (ajinkya deo) who is a blue film maker and sold off in to prostitution. her ...                see full summary » k.r. rangan sonika gill kapil karzan ajinkya deo abhilasha 
who am i,2023,"drama based on the critically acclaimed novel ko aham by ashokjamnani, the story is set in a small town based on the banks of the river narmada. bhavitavya, a philosophy student who is currently ...                see full summary » shireesh khemariya gaurav kamble rishika chandani mayank jadhav subeer kasali "
kachche dhaage,1999,action drama thriller two stepbrothers who loathe each other have to work together to avoid being framed for terrorist activities. milan luthria ajay devgn saif ali khan manisha koirala namrata shirodkar 
pitaah,2002,action drama thakur avadh narayan singh rules shekhapur village.due to his fear villagers don't dare to go against him for his wrong doings.his son bhola and bacchu are also to follow his part who spend...                see full summary » mahesh manjrekar sanjay dutt nandita das sachin khedekar tanvi hegde 
guest iin london,2017,"comedy a young couple in london struggle to live with their estranged aunt and uncle, who overstay their welcome. ashwani dhir kartik aaryan kriti kharbanda paresh rawal tanvi azmi "
policegiri,2013,action comedy crime dcp rudra faces a bunch of challenges after he locks horns with a notorious criminal nagori subramanium. k.s. ravikumar sanjay dutt prachi desai prakash raj om puri 
shaakuntalam,2023,"drama fantasy romance the love story of king dushyantha and shakuntala, daughter of sage vishwamitra and nymph menaka. due to a sage's curse, dushyant forgets all about shakuntala, until destiny brings them together again. gunasekhar samantha ruth prabhu dev mohan mohan babu aditi balan "
hasee toh phasee,2014,"comedy romance nikhil is re-introduced to meeta nearly ten years after their first meeting. now, as nikhil has one week to prove himself worth enough to marry meeta's sister karishma, the old acquaintances become quite close to each other. vinil mathew sidharth malhotra parineeti chopra adah sharma manoj joshi "
tiger nageswara rao,2023,"action biography crime a legendary real-life robber of stuartpuram, andhra pradesh called tiger nageswara rao in the 1970s, who was noted for his ingenious ways of evading the police and prison. vamsee anupam kher john abraham karthi ravi teja "
baar baar dekho,2016,action comedy drama the highs and lows of a romantic relationship are examined through flashbacks and flash-forwards. nitya mehra sidharth malhotra katrina kaif sayani gupta kirti adarkar 
baaghi 4,Unknown,"action drama thriller fourth installment of baaghi film series. jahid d'cruz, ahmed khan tiger shroff jimmy shergill sunny hinduja jisshu sengupta "
hotel,1981,"horror mystery suraj is separated from his love seema and wants to build a hotel at the location where he met her, he tells his secretary lalwani to check out the location. lalwani finds the scenic ...                see full summary » shyam ramsay, tulsi ramsay navin nischol rakesh roshan bindiya goswami neelam mehra "
doodhwali,2007,drama add a plot suresh jain tanveer kanchan abu khan shiri khan 
loha,1987,"action drama thriller honest and diligent police inspector amar lives a middle-classed lifestyle in bombay. in his attempt to arrest bandit sher singh, he and inspector dayal are attacked, amar survives, but ...                see full summary » raj n. sippy dharmendra shatrughan sinha karan kapoor jugal hansraj "
socha na tha,2005,"comedy drama romance a boy is forced meet a girl for an arranged marriage but even though he refuses the match, they secretly become friends. as things get complicated and both get engaged to different people they realize they've fallen in love with each other. imtiaz ali abhay deol ayesha takia ayesha jhulka apoorva jha "
naseeb,1998,"comedy drama romance poor krishna prasad and pooja are in love and would like to marry each other. but pooja's dad, din dayal, wants her to marry a wealthier man, and rejects krishna. krishna agrees to acquire ...                see full summary » kirti kumar govinda mamta kulkarni saeed jaffrey ajit vachani "
veera simha reddy,2023,"action drama veera simha reddy is a revered man in a village and his son jai simha reddy settles in the usa. when his father gets killed in the village politics, jai simha returns to india and takes revenge on who killed his father. gopichand malineni nandamuri balakrishna shruti haasan honey rose duniya vijay "
tadap,2021,action drama romance unforeseen circumstances threaten the passionate relationship between star-crossed lovers. milan luthria ahan shetty tara sutaria saurabh shukla kumud mishra 
khichdi: the movie,2010,"comedy family in order to immortalize his love, a groom decides to create conflict between his and his to-be bride's families. aatish kapadia anang desai supriya pathak rajeev mehta nimisha vakharia "
bandh darwaza,1990,"action drama horror a wealthy male banishes a demon, but years later his very own daughter resurrects it. shyam ramsay, tulsi ramsay hashmat khan manjeet kular kunika sadanand satish kaul "
laal rang,2016,comedy crime drama the friendship of two men is tested when things go wrong in their blood theft business. syed ahmad afzal randeep hooda akshay oberoi rajneesh duggal piaa bajpai 
once again,2018,"drama romance after a chance phone call leads to daily conversations, a widowed restaurant owner and a lonely film actor plan to finally meet in person. kanwal sethi shefali shah neeraj kabi bidita bag priyanshu painyuli "
samay: when time strikes,2003,crime mystery thriller assistant commissioner of police (acp) malvika chauhan battles time to obtain & solve the clues to solve the various murders occurring in the city. robbie grewal sushmita sen lucy bartholomew tushar dalvi deepak dobriyal 
mere jeevan saathi,1972,"drama adventure action a talented artist (rajesh khanna) falls in love with a london-returned doctor, but his past creates problems for him. when that part of his past is resolved and he is to marry the girl he ...                see full summary » ravikant nagaich rajesh khanna tanuja samarth sujit kumar bindu desai "
khaidi no. 150,2017,action drama romance a convict who plans to escape the country unexpectedly switches his place with a good samaritan who fights for the rights of poor farmers. v.v. vinayak chiranjeevi kajal aggarwal tarun arora mohammad ali 
darna zaroori hai,2006,"horror five children take shelter from the rain, inside a spooky bungalow. encountering an old woman, they follow her upstairs where she proceeds to tell them six scary stories. j.d. chakravarthi, manish gupta, sajid khan, jijy philip, prawaal raman, vivek shah, ram gopal varma amitabh bachchan riteish deshmukh arjun rampal bipasha basu "
