movie_name,year,tags
shootout at lokhandwala,2007,"action crime history an account of the gangster mahindra dolas and his gang, which terrorized mumbai city, and a massive war between mumbai police and gangs during 16 november 1991. apoorva lakhia amitabh bachchan sanjay dutt suniel shetty arbaaz khan "
double xl,2022,comedy drama the journey of two plus-size women rajshree trivedi from meerut and saira khanna from new delhi as they navigate society's beauty standards. satram ramani sonakshi sinha huma qureshi zaheer iqbal mahat raghavendra 
phone bhoot,2022,"comedy horror a ghost reaches out to two bumbling ghostbusters for a business idea. however, their plans go downhill as the eerie ghost reveals her plan. gurmmeet singh katrina kaif ishaan khattar siddhant chaturvedi jackie shroff "
cadaver,2022,crime drama mystery a high profile murder baffles the cops when a prison inmate claims responsibility and promises more deaths. will the police surgeon bhadra crack this mystery? anoop panicker amala paul riythvika panneerselvam munishkanth harish uthaman 
bombay talkies,2013,"drama one hundred years of hindi cinema is celebrated in four short stories showcasing the power of film. zoya akhtar, dibakar banerjee, karan johar, anurag kashyap rani mukerji randeep hooda saqib saleem nawazuddin siddiqui "
almost pyaar with dj mohabbat,2022,"drama musical romance in london, a girl likes a boy, a little too much. and, in a parallel universe exists a boy that likes a girl. the two unrequited love stories, burdened by social status, caste and inequality are breathlessly, heading on towards each other. anurag kashyap alaya f karan mehta vicky kaushal sapna pabbi "
oh! baby,2019,comedy drama fantasy a 70-year-old woman is given a second chance to relive her youth when she turns into a 24-year-old girl. b.v. nandini reddy samantha ruth prabhu lakshmi rajendra prasad teja sajja 
rashmi rocket,2021,"drama sport a small-town girl overcomes all societal barriers to become a national-level athlete, but her glory is hindered when she is asked to undergo a gender test. akarsh khurana taapsee pannu priyanshu painyuli abhishek banerjee supriya pathak "
pyaar kiya to darna kya,1998,"action comedy drama when vishal does not agree of suraj and muskaan's relationship, suraj decides to win vishal's heart for marrying muskaan. sohail khan salman khan kajol arbaaz khan anjala zaveri "
the tashkent files,2019,"drama mystery thriller revolves around the mysterious death of india's 2nd prime minister shri lal bahadur shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated. vivek agnihotri shweta basu prasad mithun chakraborty naseeruddin shah pankaj tripathi "
mulk,2018,drama one family member tries to help her own family when they are trapped in a dark controversy. anubhav sinha taapsee pannu rishi kapoor neena gupta ashutosh rana 
dabangg 2,2012,action comedy crime chulbul pandey invites a fresh trouble when he kills the brother of a notorious politician and the former swears to wreak havoc in his life. arbaaz khan salman khan sonakshi sinha prakash raj vinod khanna 
romeo akbar walter,2019,"action drama thriller prior to the india-pakistan war of 1971, an indian banker is recruited by the research and analysis wing for a covert operation deep inside pakistan. robbie grewal john abraham mouni roy jackie shroff gyanendra tripathi "
daman,2022,"adventure drama the film is set in 2015. sid, is a young doctor who completed his mbbs has been posted to the cut-off area of malkangiri district odisha having 151 villages & infamous for naxals dominance & no basic facilities. it's a real life tale of perseverance & dedication. lenka debiprasad, vishal mourya karan kandhapan babushan mohanty dipanwit dashmohapatra manaswani takri "
dil bole hadippa!,2009,"comedy drama romance in a village where girls don't play cricket, veera puts on a turban and beard and becomes veer to fulfill her dreams and meets rohan. and fun begins. anurag singh shahid kapoor rani mukerji anupam kher dalip tahil "
buddha in a traffic jam,2016,"crime thriller vikram, a carefree management student, finds himself entangled in web of conspiracy, lies, and deceit when he launches a successful social media campaign to highlight the plight of the poor in india. vivek agnihotri anupam kher anchal dwivedi mahie gill pallavi joshi "
the purvanchal files,2023,action a cop story of revenge and how he tries to purify the police system in purvanchal . swarup ghosh r . siddharth shivani thakur zarina wahab govind namdeo 
800,2023,biography sport biopic of legendary sri lankan cricketer muttiah muralitharan. m.s. sripathy nassar madhur mittal narain mahima nambiar 
blind,2023,"crime drama thriller when a twist of fate leaves gia blind, she must summon every ounce of courage to rebuild her life. but when she becomes the sole witness to a heinous crime, she unwittingly enters a deadly game of cat and mouse with a dangerous criminal. shome makhija sonam kapoor lucy aarden danesh razvi shubham saraf "
love aaj kal,2009,comedy drama romance an old-fashioned romantic tells his personal love story to a modern man who has just broken up with his girlfriend. has love really ever changed? imtiaz ali saif ali khan deepika padukone rishi kapoor rahul khanna 
har dil jo pyar karega...,2000,comedy drama musical raj is a struggling singer with big dreams who is still waiting for his big break. one night he witnesses an accident where a car spins out of control and lands on the tracks of an ...                see full summary » raj kanwar salman khan preity g zinta rani mukerji rajeev verma 
ankhon dekhi,2013,"comedy drama after a distressing incident, a delhi man vows to believe only what he can see, but his new ideals soon take his life in extreme directions. rajat kapoor sanjay mishra seema pahwa rajat kapoor taranjit kaur "
joram,2023,action adventure crime it follows a father who is on the run with his little baby girl to escape the ghosts of his past and the forces that want him dead. devashish makhija mohd. zeeshan ayyub manoj bajpayee tannishtha chatterjee rajshri deshpande 
ardh,2022,"drama romance shiva struggles to become a mainstream actor in mumbai despite being a theatre actor. with the help of his wife madhu, he disguises himself as a transgender and begs for money to survive. palash muchal rajpal naurang yadav rubina dilaik hiten tejwani swastik tiwari "
khoobsurat,2014,comedy romance a hopelessly romantic physiotherapist meets a handsome young rajput prince who is the complete opposite of her and engaged to someone else. shashanka ghosh sonam kapoor fawad khan ratna pathak shah kirron kher 
bachchhan paandey,2022,"action comedy crime when a struggling filmmaker and actor set out to make a biography on one of the most dreaded gangsters, they have little idea about just how crazy and dangerous it's going to be. farhad samji akshay kumar kriti sanon jacqueline fernandez pankaj tripathi "
border,1997,"action drama history in 1971, along the border region of longewala, a small battalion of indian soldiers goes up against a large pakistani strike force. j.p. dutta sunny deol suniel shetty akshaye khanna jackie shroff "
hichki,2018,"comedy drama suffering from tourette syndrome, naina gets assigned a class of defiant students and must ensure that her students realise their potential. malhotra p. siddharth rani mukerji naisha khanna neeraj kabi rohit saraf "
rangoon,2017,"action drama history julia travels to the indo-burma border to perform for the troops during world war ii on the insistence of her lover billimoria, and ends up falling in love with a soldier there, jemadar. vishal bhardwaj kangana ranaut shahid kapoor saif ali khan manav vij "
ujda chaman,2019,comedy chaman kohli is 30 -year-old bachelor with premature balding and in quest of a beautiful wife. chaman hits rock bottom when an astrologer gives him a deadline to find himself a wife or remain a celibate forever. abhishek pathak sunny singh maanvi gagroo karishma sharma gagan arora 
arth,1982,drama romance a film-maker who is having an extra-marital affair with an actress decides to leave his wife. arth is the story of this women's search for her identity. mahesh bhatt shabana azmi kulbhushan kharbanda smita patil raj kiran 
mohra,1994,"action drama thriller a journalist comes to the aid of a murderer with a life sentence when she makes an appeal in court and although he is given his freedom, they soon discover that there is a grim reason behind his release. rajiv rai akshay kumar suniel shetty raveena tandon naseeruddin shah "
untitled soorarai pottru remake,2024,"action drama inspired by real-life events, follows the journey of a man as he sets out to make air travel more accessible and overcomes challenges of the highly capital-intensive aviation industry, with a unwavering determination. sudha kongara akshay kumar radhika madan paresh rawal r. sarathkumar "
dishoom,2016,"action adventure comedy when india's top batsman goes missing in the middle east, two mismatched cops must team up for a 36-hour manhunt before the cricket final. rohit dhawan john abraham varun dhawan jacqueline fernandez akshaye khanna "
aankh micholi,2023,comedy family a family of misfits is trying to hide some secrets from the nri suitor and his family as they want their daughter to get married to a well-to-do nri guy. then a series of comical twists and turns. umesh shukla paresh rawal sharman joshi abhimanyu dasani mrunal thakur 
aashiq banaya aapne: love takes over,2005,"drama romance thriller an introvert is unable to express his feelings to the girl he loves. his friend proposes to her and she accepts, but leaves him when she discovers he is a flirt; however, destiny has other plans. aditya datt emraan hashmi tanushree dutta sonu sood preeti ganguli "
golmaal returns,2008,"comedy crime mystery a man is sandwiched between his over possessive wife and a police inspector, where he is suspected for adultery and murder. rohit shetty ajay devgn kareena kapoor arshad warsi tusshar kapoor "
kaalakaandi,2018,"comedy thriller focusing on life, death and karma, this dark comedy follows three parallel tracks - a man who discovers that he is a terminally ill, a woman seeking redemption and two goons with major trust issues. akshat verma saif ali khan asif basra neil bhoopalam ankit bisht "
hanuman,2005,"animation this animated movie depicts hanuman's life from birth. the narrator is actor mukesh khanna. the movie relays how hanuman was born to anjani a female apsara and kesari, by the blessings of vayu-dev, the wind god. v.g. samant, milind ukey mukesh khanna viraj mona shetty sumeet pathak "
tariq,2023,action drama thriller plot under wraps. arun gopalan john abraham rukmini maitra gajala sujith shanker 
maine pyar kiya,1989,"drama musical romance after suman's father leaves her in the care of another family while he travels abroad, she falls in love with prem. however, in order to for them to marry, prem has to prove to suman's father that he is not the same as his own dad. sooraj r. barjatya salman khan bhagyashree patwardhan alok nath rajeev verma "
court,2014,"drama when an aging activist is arrested, the lives of the accused, the lawyers, and the judge intertwine to reveal bigotry that underscores the judicial system. chaitanya tamhane vira sathidar vivek gomber geetanjali kulkarni pradeep joshi "
chhalaang,2020,comedy drama sport chhalaang is a hilarious yet inspiring journey by montu. hansal mehta rajkummar rao nushrratt bharuccha mohd. zeeshan ayyub saurabh shukla 
street dancer 3d,2020,"drama music two rival dance groups from india and pakistan who are always competing against each other, join forces when it comes to competing at an international dance competition. remo d'souza varun dhawan shraddha kapoor prabhu deva nora fatehi "
jhund,2022,"biography drama sport based on the life of vijay barse, a retired sports teacher who founded an ngo called slum soccer. he managed to rehabilitate street kids by keeping them off drugs and crime by turning them into soccer players and building a whole team. nagraj manjule amitabh bachchan ankush gedam babu kshatriya jerico robert "
u-turn,2018,"crime horror mystery when a flyover in the city becomes the hotbed of accidents, a young reporter decides to investigate the issue. her quest for an answer leads her into a web of intrigue, murder and mystery. pawan kumar samantha ruth prabhu aadhi bhoomika chawla rahul ravindran "
thalaivi,2021,biography drama a biopic on the late tamil nadu chief minister j jayalalithaa. a.l. vijay kangana ranaut arvind swami nassar samuthirakani 
hum saath-saath hain,1999,"drama musical ramkishen and mamta have three sons vivek , prem and vinod and a daughter sangeeta. this family is part of a joint family whose close knit bond is challenged by a misunderstanding. sooraj r. barjatya mohnish behl salman khan saif ali khan tabu "
kedarnath,2018,"drama romance mansoor, a reserved and reticent pithoo, helps pilgrims make an arduous journey upwards to the temple town. his world turns around when he meets the beautiful and rebellious mukku who draws him into a whirlwind of intense love. abhishek kapoor sushant singh rajput sara ali khan nitish bharadwaj alka amin "
raajneeti,2010,"crime drama thriller samar, the son of a political family, has chosen to go to the usa to live with his girlfriend. however, the death of his father makes him put his plans on hold and enter the dirty world of politics. prakash jha ajay devgn ranbir kapoor nana patekar katrina kaif "
mission mangal,2019,"drama history based on true events of the indian space research organisation (isro) successfully launching the mars orbiter mission (mangalyaan), making it the least expensive mission to mars. jagan shakti akshay kumar vidya balan taapsee pannu sonakshi sinha "
maja ma,2022,"comedy drama a rumor about pallavi patel, a quintessential, middle aged, devoted housewife who is famous for her dance and cooking, threatens to disrupt her middle-class family's ethos, on the eve of her son tejas' engagement with a rich, nri girl. anand tiwari madhuri dixit ritwik bhowmik barkha singh gajraj rao "
paa,2009,comedy drama a father tries to help his son cope with a rare condition that causes the young boy to age beyond his years. r. balki amitabh bachchan abhishek bachchan vidya balan paresh rawal 
maachis,1996,"action crime drama a realistic, hard-hitting portrayal of terrorism and youth in the punjab after the 1984 riots. gulzar om puri tabu chandrachur singh kanwaljeet singh "
the intern,V,comedy drama thriller the indian adaptation of the intern (2015). amit ravindernath sharma deepika padukone amitabh bachchan neena gupta 
panipat,2019,"action drama history the great betrayal is a war epic set in 1761, when sadashiv rao bhau peshwa led the maratha army to the north of india to repel the invading forces of ahmad shah abdali, the king of afghanistan. ashutosh gowariker arjun kapoor sanjay dutt kriti sanon mohnish behl "
one 2 ka 4,2001,"action crime drama when a cop's partner is killed in the line of duty, he assumed guardianship of his orphaned children while investigating the murder. shashilal k. nair shah rukh khan jackie shroff juhi chawla nirmal pandey "
titli,2014,"action crime drama titli, the youngest member of a car-jacking brotherhood wants to escape the family business. he and his wife form a pact to set free from their family roots. but is escape possible? kanu behl shashank arora ranvir shorey shivani raghuvanshi amit sial "
monsoon shootout,2013,"action crime drama as heavy rains lash mumbai, a cop on his first assignment faces a life altering decision when he must decide whether to shoot a suspect or not. amit kumar vijay varma nawazuddin siddiqui neeraj kabi geetanjali thapa "
jolly llb,2013,"comedy crime drama wanting to earn fame and fortune, a small time lawyer files a pil for an infamous hit-and-run, and thus learns what it really is like to be a lawyer. subhash kapoor arshad warsi amrita rao boman irani saurabh shukla "
kaal,2005,"adventure horror mystery a tiger expert, his wife, two tourists and a village chief engage in a battle for survival against supernatural beasts within jim corbett national wildlife park. soham shah ajay devgn vivek oberoi john abraham lara dutta "
hum aapke hain koun..!,1994,"comedy drama musical prem and nisha meet and fall in love at the wedding of their elder siblings, but their plans to be together are put in jeopardy when nisha's sister dies, leaving behind a baby. sooraj r. barjatya madhuri dixit salman khan mohnish behl renuka shahane "
kadvi hawa,2017,"drama story of a farmer and a bank recovery agent, whose lives are impacted by climate change. both are willing to go to any length for the sake of their family. what does fate have in store for them? nila madhab panda sanjay mishra ranvir shorey tillotama shome bhupesh singh "
daddy,2017,"action biography crime spanning the 1970s and 1980s, this is the sensational true story of arun gawli, who grew up in mumbai's impoverished dagdi chawl, to become a dreaded don, politician, and rival of india's most powerful crime boss, dawood ibrahim. ashim ahluwalia arjun rampal aishwarya rajesh nishikant kamat rajesh shringarpure "
36 china town,2006,"comedy mystery thriller a wealthy casino owner is murdered in her mansion at 36, china town and the investigating detective uncovers multiple suspects, all with independent motives to commit the crime. abbas alibhai burmawalla, mastan alibhai burmawalla akshaye khanna shahid kapoor kareena kapoor paresh rawal "
shool,1999,"action crime drama a tale of an honest cop set against the backdrop of the brutal, lawless system prevailing in the indian state of bihar, and the endless suffering he tolerates before all hell breaks loose. eeshwar nivas manoj bajpayee raveena tandon sayaji shinde yashpal sharma "
dharam sankat mein,2015,"comedy at the age of 55, a hindu man discovers that he was born muslim and adopted by a hindu family. fuwad khan naseeruddin shah paresh rawal annu kapoor gagan gupta "
class of 83,2020,action crime drama the story of an upright policeman-turned-trainer whose wards deal with various complexities. atul sabharwal bobby deol anup soni joy sengupta hitesh bhojraj 
sheran di kaum punjabi,2024,action adventure drama add a plot gippy grewal sanjay dutt gippy grewal harpreet kaler ravi dehru 
brothers,2015,"action drama sport after living many years together, two brothers discover that they are not blood related so square off in a mixed martial arts tournament to determine whose blood is stronger. karan malhotra akshay kumar sidharth malhotra jackie shroff jacqueline fernandez "
deewangee,2002,crime drama mystery a lawyer tried to defend a person accused of murder who is diagnosed with split personality disorder. anees bazmee ajay devgn akshaye khanna urmila matondkar farida jalal 
madaari,2016,"drama thriller when nirmal loses his family in a disaster caused by government corruption, he embarks on a journey seeking accountability and revenge. nishikant kamat irrfan khan jimmy shergill vishesh bansal tushar dalvi "
bawarchi,1972,comedy musical drama a dysfunctional middle-class family is transformed due to the influence of their new multi-talented household servant - but he might be too good to be true. hrishikesh mukherjee rajesh khanna jaya bachchan usha kiran harindranath chattopadhyay 
breakaway,2011,comedy drama sport an ethnic canadian hockey player struggles against traditional family values and discrimination from mainstream hockey players. robert lieberman vinay virmani camilla belle russell peters rob lowe 
mughal-e-azam,1960,drama romance war a 16th century prince falls in love with a court dancer and battles with his emperor father. k. asif prithviraj kapoor madhubala dilip kumar durga khote 
a gentleman,2017,"action comedy gaurav, a simple hard working guy for a white collar job visits mumbai for a meeting where his doppelganger is about to bring chaos in his life. krishna d.k., raj nidimoru sidharth malhotra jacqueline fernandez darshan kumaar hussain dalal "
rock on!!,2008,drama music four friends reunite to relive their moments of glory as a rock band. abhishek kapoor arjun rampal farhan akhtar luke kenny purab kohli 
evil eye,2020,"horror mystery thriller a superstitious mother is convinced that her daughter's new boyfriend is the reincarnation of a man who tried to kill her 30 years ago. elan dassani, rajeev dassani sarita choudhury sunita mani bernard white omar maskati "
margarita with a straw,2014,"drama a rebellious young woman with cerebral palsy leaves her home in india to study in new york, unexpectedly falls in love, and embarks on an exhilarating journey of self-discovery. shonali bose, nilesh maniyar kalki koechlin revathi sayani gupta hussain dalal "
rakshak india's braves,2023,"action biography the bravery of lieutenant triveni singh, a young soldier who gave his own life to protect over 300 people who were caught in the cross firing at the jammu railway station in a terrorist attack in 2004. akshay choubey aayat jatin ahuja ravi aneja sanju banerjee "
the diplomat,2024,"drama thriller based on a story of an indian diplomat who tries to repatriate an indian girl from pakistan, where she was presumably forced and deceived into marrying against her will. shivam nair kumud mishra sharib hashmi amitoj mann john abraham "
koyla,1997,"action drama musical a village girl agrees to a marriage to a king she has never met after he sends her a photograph of himself. but the man in the photograph is not the king but his most loyal slave, the handsome but mute shankar. rakesh roshan shah rukh khan madhuri dixit amrish puri ranjeet bedi "
trimurti,1995,"action drama after being framed, a policewoman languishing in prison hopes that her three sons will deliver justice and restore her honor. mukul anand jackie shroff anil kapoor shah rukh khan priya tendulkar "
thappad,2020,drama thappad is a story of amrita whose seemingly perfect life is shattered when her husband slaps her once in a party. but is one slap enough to question what a relationship stands for? anubhav sinha taapsee pannu pavail gulati kumud mishra ratna pathak shah 
joker,2012,"comedy family sci-fi a space scientist working on a project to communicate with aliens visits a village called paglapur. to improve the plight of the inhabitants of paglapur, he comes up with a novel idea. shirish kunder akshay kumar sonakshi sinha shreyas talpade minissha lamba "
nazar andaaz,2022,"comedy drama sudhir, blind by birth, lives alone with his housemaid bhavani. while bhavani is out, he takes in ali to help around the house. both bhavani and ali grow envious of each other. nazar andaaz is a comedic yet heartfelt story of these three. vikrant deshmukh abhishek banerjee divya dutta namrata kapoor kumud mishra "
gulabo sitabo,2020,"comedy drama two scheming men get caught up in a game of one upmanship, each one attracting other members to their clan and each one with an agenda of his own. shoojit sircar, kuran dhillon amitabh bachchan ayushmann khurrana vijay raaz brijendra kala "
phobia,2016,"drama mystery thriller an agoraphobic young woman, traumatized by past events, finds herself trapped and terrorized in her own home. pavan kirpalani radhika apte amrita bagchi nivedita bhattacharya yashaswini dayama "
b.a. pass 2,2017,"drama b. a. pass 2 is the story of a young girl, who, in order to achieve her goals and to avoid marriage, makes a few wrong decisions and adopts ill habits that eventually ruin her life. shadab khan, shadab khan kritika sachdeva satiiysh saarathy sasho sanghmitra hitaishi indraneil sengupta "
commando,2013,"action adventure thriller karan, a disavowed indian commando, helps protect a woman from a local thug who is hellbent on forcing her to marry him. dilip ghosh vidyut jammwal hsieh chang hai nelson liao sheng hua ishita vyas "
khal nayak,1993,action adventure crime a prison guard goes undercover as a dancer to try and recapture an escaped criminal and restore her police inspector boyfriend's reputation. subhash ghai sanjay dutt madhuri dixit jackie shroff rakhee gulzar 
dhan dhana dhan goal,2007,"drama sport thriller jaidev and kavita bhasin live a middle-classed lifestyle in southall, england, along with their son, sunny. during the mid-80s jaidev was a huge fan of the all-asian southall football club,...                see full summary » vivek agnihotri john abraham arshad warsi bipasha basu boman irani "
chocolate: deep dark secrets,2005,crime drama mystery five indians living in london find themselves thrown together when two of them are implicated for a bomb blast. an indian lawyer enters the scene to bail them out of their predicament. vivek agnihotri anil kapoor suniel shetty arshad warsi emraan hashmi 
dolly kitty aur woh chamakte sitare,2019,"comedy drama a disillusioned delhi wife and her new-in-town cousin navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom. alankrita shrivastava konkona sen sharma bhumi pednekar amol parashar kubbra sait "
badrinath ki dulhania,2017,comedy drama romance badrinath is looking for a typical bride; vaidehi is looking for an independent life. together they must break with tradition and redefine their role. shashank khaitan varun dhawan alia bhatt sahil vaid swanand kirkire 
dial 100,2021,"action thriller one night, while working at the mumbai police emergency call centre, police officer nikhil sood gets a call from a hysterical woman who wants to commit suicide. even as he tries to save her...                see full summary » renzil d'silva manoj bajpayee neena gupta sakshi tanwar nandu madhav "
yalgaar,1992,action drama thriller childhood friends became enemies when one mahendra ashwini kumar grows up to be additional police commissioner and the other raj pratap singhal becomes a smuggler. mahendra have two sons ...                see full summary » feroz khan feroz khan sanjay dutt kabir bedi manisha koirala 
kaun pravin tambe?,2022,"biography drama sport an indian cricketer who shows persistence and hardwork to achieve his ultimate goal of playing a ranji trophy. at the penultimate stage of the career at a age when it is believed people's career ends, he starts a new chapter of his life. jayprad desai shreyas talpade gaurav kamble arif zakaria asif ali "
toofaan,2021,action drama sport the story of a boxer and the struggles he faces on his journey to get to the national level competition. rakeysh omprakash mehra farhan akhtar mrunal thakur paresh rawal mohan agashe 
besharam,2013,action comedy romance a car thief falls in love with a woman whose car he has stolen. abhinav kashyap ranbir kapoor pallavi sharda rishi kapoor neetu singh 
india's most wanted,2019,action adventure thriller a group of intelligence officers embark on a top secret mission to track down a wanted international criminal. raj kumar gupta arjun kapoor sudev nair preet bhullar rajesh sharma 
do bigha zamin,1953,"drama in the hope of earning enough money to pay off his debts and save his land, a poor farmer becomes a rickshaw puller in calcutta and faces many difficulties. bimal roy balraj sahni nirupa roy ratan kumar murad "
aamir,2008,action crime drama a doctor of indian origin returning to mumbai from london is forced to participate in a terrorist plot. raj kumar gupta rajeev khandelwal mukesh agrohari supavitra babul vasan bala 
raju ban gaya gentleman,1992,"comedy musical romance raju comes to bombay chasing his dreams, but keeps losing out on opportunities. his love, renu helps him find a job. success goes to his head until one day a tragic accident destroys his reputation. aziz mirza shah rukh khan juhi chawla nana patekar amrita singh "
titu ambani,2023,"drama titu.. his aspirations and dreams are far from his actions, he dreams with open eyes, and finds the shortest way to achieve his dreams. despite despite his debt-ridden life, if you ask him,...                see full summary » rohit raj goyal tushar pandey deepika singh raghubir yadav sapna sand "
judgementall hai kya,2019,comedy drama mystery following the story of two quirky individuals whose lives pivot between reality and illusions. prakash kovelamudi kangana ranaut rajkummar rao amyra dastur amrita puri 
saudagar,1973,drama family a calculative man schemes to deceit a poor but young widow for his personal monetary gains. sudhendu roy amitabh bachchan nutan trilok kapoor padma khanna 
khiladi 786,2012,"action comedy romance a father who runs a marriage bureau believes that his son is a failure in life. in order to prove him wrong, his son takes on the task of finding a match for a gangster's sister. ashish r. mohan akshay kumar asin thottumkal mithun chakraborty raj babbar "
hurdang,2022,"drama romance back in 1990s, an aspiring ias starts a rebellion against the caste-based reservation. nikhil nagesh bhat, vishal chaturvedi sunny kaushal nushrratt bharuccha vijay varma viraj kapoor "
plan a plan b,2022,"comedy romance follows a matchmaker who believes marriage is for everyone except herself, and a successful divorce lawyer with a secret, who cross paths, and explores if opposites coexist or attract. shashanka ghosh riteish deshmukh tamannaah bhatia poonam dhillon kusha kapila "
pari,2018,"fantasy horror mystery arnab tries to help ruksahana, who is found under mysterious circumstances in a house. he lets her stay at his home until he discovers something strange about her. prosit roy anushka sharma parambrata chattopadhyay rajat kapoor ritabhari chakraborty "
thank you,2011,comedy three wives engage the services of a private investigator after they suspect their respective husbands of infidelity. anees bazmee akshay kumar sonam kapoor bobby deol irrfan khan 
firrkie,2023,thriller add a plot ashok k mishra jackie shroff neil nitin mukesh kay kay menon karan singh grover 
1920: evil returns,2012,"drama horror romance a famous poet, jaidev, meets a woman who has lost her memories. he brings her to his house and tries to help her, but things take an ugly turn when she gets possessed by an evil spirit. bhushan patel aftab shivdasani tia bajpai sharad kelkar vidya malvade "
bol bachchan,2012,"action comedy all hell breaks loose when a muslim man breaks a temple lock to save a little child, thus for his safety keeps a hindu name, where he starts making web of lies. rohit shetty amitabh bachchan ajay devgn abhishek bachchan asin thottumkal "
hisss,2010,comedy drama horror based on the far eastern myth of the snake woman who is able to take on human form. jennifer lynch mallika sherawat irrfan khan jeff doucette divya dutta 
guthlee ladoo,2023,"drama guthlee, son of a poor sweeper, has a dream - to go to school. but the obstacle is his caste. a headmaster is sympathetic to him but powerless against caste discrimination. when they develop an unspoken bond, guthlee's dream sees hope. ishrat r. khan sanjay mishra subrat dutta kalyanee mulay kanchan pagare "
haan maine bhi pyaar kiya,2002,drama musical romance shiv (abhishek bachchan) and pooja (karisma kapoor) are happily married to each other but sometimes can get into the most petty arguments coming from the way they approach life. shiv takes ...                see full summary » dharmesh darshan akshay kumar karisma kapoor abhishek bachchan kader khan 
soldier,1998,"action drama musical the story follows a young man (bobby deol) who flees india and arrives in australia seeking vengence for something that started in india. in australia he meets and falls in love with the daughter of a rich and powerful man(suresh oberoi). the story keeps the covers on bobby deols plan until the end when everything is revealed as to why he is a soldier. abbas alibhai burmawalla, mastan alibhai burmawalla bobby deol preity g zinta rakhee gulzar farida jalal "
phool aur patthar,1966,action drama romance a criminal young man decides to reform himself for a left away widowed woman. but their relationship faces challenges. o.p. ralhan meena kumari dharmendra shashikala jawalkar lalita pawar 
the xpose,2014,"drama mystery romance this is a dramatic chain of events in the most glamorous ,swinging era of hindi films... the 1960s. it was a decade when film stars tasted success and carried their larger than life screen ...                see full summary » anant mahadevan himesh reshammiya yo yo honey singh irrfan khan zoya afroz "
aashiq,2001,"action drama romance pooja and chander connect over the telephone and fall in love when they finally meet. however, since pooja's alcoholic father would never approve, she decides to run away from her house. indra kumar bobby deol karisma kapoor rahul dev dinesh hingoo "
pal pal dil ke paas,2019,"action drama romance when video blogger saher sethi embarks on a tedious trek with mountaineer karan sehgal, sparks are bound to fly. but will their love story blossom despite the odds? sunny deol sahher bambba kallirroi tziafeta swarit sur suresh sur "
kyaa super kool hain hum,2012,comedy adi and sid want to make big but always run out of luck and series of confusion start taking place when they reach goa. sachin yardi riteish deshmukh tusshar kapoor neha sharma sarah jane dias 
rocket singh: salesman of the year,2009,"comedy drama a story of a fresh graduate trying to find a balance between the maddening demands of the 'professional' way, and the way of his heart. shimit amin ranbir kapoor prem chopra mukesh s. bhatt d. santosh "
gandharva jr.,Unknown,"drama fantasy the untold story of gandharva warriors who fought alongside gods. the story goes that since they have never made it to the holy books, the warriors haven't got their due credit. vishnu aravind unni mukundan "
tere bin laden,2010,"comedy drama a reporter casts a fake bin laden to act in his video message to america, so he can immigrate there. abhishek sharma ali zafar pradhuman singh piyush mishra nikhil ratnaparkhi "
the underbug,2023,"horror as india is ravaged by sectarian violence on the eve of its independence day, two rioters take refuge in an abandoned house. an eerie presence in the house, however, haunts the men to the edge of sanity. shujaat saudagar hussain dalal areenah fatima ali fazal "
bandit queen,1994,action biography crime the story of the bandit queen phoolan devi who was sent to prison in 1983 and got free in 1994. shekhar kapur seema biswas nirmal pandey rajesh vivek raghubir yadav 
maidaan,Unknown,"biography drama history inspired by the indian national football team coach and manager syed abdul rahim, who is regarded as the architect of indian football. amit ravindernath sharma ajay devgn priyamani gajraj rao bhavesh lohar "
blue,2009,"action adventure mystery a group of people, facing a lot of challenges, decide to hunt down lost treasure en route to india. anthony d'souza akshay kumar sanjay dutt lara dutta zayed khan "
chameli,2003,"drama on a rainy night, when an investment banker's car breaks down in the red light district, he takes shelter where he meets and later befriends a prostitute. sudhir mishra kareena kapoor rahul bose rinke khanna yashpal sharma "
khushi,2003,"action comedy drama karan and khushi fall in love, but her conservative family balks at accepting karan's modern ideas. s.j. suryah, sunil kumar agrawal fardeen khan kareena kapoor amrish puri amitabh bachchan "
mausam,2011,"drama romance war a war, religious conflicts, and misunderstandings create obstacles for a couple of different faiths. pankaj kapur shahid kapoor sonam kapoor anupam kher supriya pathak "
fiza,2000,crime drama romance in 1993 fiza's brother aman disappears during the riots in mumbai. in 1999 fiza is tired of waiting and goes looking for him. khalid mohamed karisma kapoor hrithik roshan jaya bachchan shabana raza 
mother india,1957,"action comedy drama in this melodrama, a poverty-stricken woman raises her sons through many trials and tribulations. but no matter the struggles, she always sticks to her own moral code. mehboob khan nargis sunil dutt rajendra kumar tuli raaj kumar "
hungama,2003,"comedy drama romance the story of a bunch of misfits whose misconception about each others backgrounds end up in a series of chaotic, yet comic outcomes. priyadarshan akshaye khanna aftab shivdasani rimi sen paresh rawal "
yeh saali zindagi,2011,crime drama thriller gangsters kidnap the prospective son-in-law of a politician in order to secure the release of an imprisoned gang-member. sudhir mishra irrfan khan chitrangda singh arunoday singh aditi rao hydari 
mr. & mrs. '55,1955,comedy musical romance a young woman must be married to claim her inheritance; her misandrist aunt uses the newly-passed 1955 divorce bill to find her a temporary husband. guru dutt madhubala guru dutt lalita pawar johnny walker 
